ID,Text,Classe,Text_Lem,Homophobia,sexism,Racism,Normal,Manual Analysis (MA)
612,To Muslims a woman walking down the street is a giant vagina demanding to be raped if she is not covered by a tent. http://t.co/XTd6RTpRB8,1,muslim woman walking street giant vagina demanding raped covered tent http //t.co/xtd6rtprb8,1,1,1,0,1
614,"If ISIS has nothing to do with #Islam then why doesn't it attract Jews, Himdus, Buddhists, Taoists, Atheists, Christians. Why only Muslims?",1,isi nothing islam n't attract jew himdus buddhist taoist atheist christian muslim,0,0,1,0,1
615,@RaniaKhalek @MaxBlumenthal @Phan_N What about Muslim blasphemy laws. They lead to lynch mob murder. Let's stick to important stuff.,1,raniakhalek maxblumenthal phan_n muslim blasphemy law lead lynch mob murder let 's stick important stuff,0,0,0,1,1
616,@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.,1,asadumarfans muslim brain dead repeat others said million time,1,0,0,0,1
617,"@harmlesstree2 Today, Christians are still murdered by rampaging Muslim mobs in Pakistan and Egypt.",1,harmlesstree2 today christian still murdered rampaging muslim mob pakistan egypt,0,0,1,0,1
618,RT @edwinrowe: #Egyptian TV Host: Nobody Dares Admit That ISIS Crimes Are Based on Islamic Sources http://t.co/mzk5YMgzuN Egypt more honest���,1,rt edwinrowe egyptian tv host nobody dare admit isi crime based islamic source http //t.co/mzk5ymgzun egypt honest���,0,0,0,1,1
619,@KamelNasrEldien Islam is about as perfect as Nazism.,1,kamelnasreldien islam perfect nazism,0,0,1,0,1
622,@nyc2peach @sajid_fairooz @IsraeliRegime The Muslims are out of control and determined to steal the last tiny piece of land left to the Jews,1,nyc2peach sajid_fairooz israeliregime muslim control determined steal last tiny piece land left jew,1,0,1,0,1
626,@dankmtl With the third Jewish tribe he beheaded all the men after they surrendered and sold all the women and children into slavery.,1,dankmtl third jewish tribe beheaded men surrendered sold woman child slavery,1,1,1,0,1
627,@AAlwuhaib1977 And the Muslim bigots have been attacking Hindus and Buddhists and atheists and anamists all over the world daily.,1,aalwuhaib1977 muslim bigot attacking hindu buddhist atheist anamists world daily,1,0,1,0,1
628,@discerningmumin Mohammed owned 28 slaves. So if you are against slavery you are against Mohammed. Otherwise you are just bull shiting.,1,discerningmumin mohammed owned 28 slave slavery mohammed otherwise bull shiting,1,0,1,0,1
629,RT @sudixitca: Muhammad was the inventor of thighing. He started molesting Aisha when she was 6 years old. @Shahzadadeindia cc: @TarekFatah,1,rt sudixitca muhammad inventor thighing started molesting aisha 6 year old shahzadadeindia cc tarekfatah,1,1,1,0,1
632,@AnwarPrince14 @SABCNewsOnline Why not? The Palestinians behead gays and honor kill women.,1,anwarprince14 sabcnewsonline palestinian behead gay honor kill woman,1,1,1,0,1
633,@MadDr11 @MaxBlumenthal And in the meantime the Palestinian fuckers are beheading gays and doing honor killings.,1,maddr11 maxblumenthal meantime palestinian fucker beheading gay honor killing,1,0,1,0,1
636,@dankmtl If Israel had given Palestinians the right to return they would now be suffering the same fate of all minorities under Islam.,1,dankmtl israel given palestinian right return would suffering fate minority islam,0,0,1,0,1
638,@MaxBlumenthal Every border that Islam shares with every other religion is bloody. But we are suppose to believe it's the Jews fault.,1,maxblumenthal every border islam share every religion bloody suppose believe 's jew fault,0,0,1,0,1
640,"@semzyxx @NAInfidels @owais00 As you can see for yourself, pedophelia is illegal in Israel, but is legal in Muslim countries. Outlaw Islam!",1,semzyxx nainfidels owais00 see pedophelia illegal israel legal muslim country outlaw islam,1,0,1,0,1
643,@sweden In fact many Muslim countries have the same odious laws as Daesh. This shows sex slaves are approved in KSA. http://t.co/rlwz0BqUBs,1,sweden fact many muslim country odious law daesh show sex slave approved ksa http //t.co/rlwz0bqubs,1,1,1,0,1
644,"@discerningmumin It's Muslims that do virtually all the killing.  For example, 80% of civilians killed in Afghanistan are killed by Taliban.",1,discerningmumin 's muslim virtually killing example 80 civilian killed afghanistan killed taliban,0,0,1,0,1
645,@congressman_aly I know that Muslim bigotry has driven all the Christians out of Palestine.,1,congressman_aly know muslim bigotry driven christian palestine,1,0,1,0,1
647,"@Raja5aab @Quickieleaks Yeah, I read that. And every verse of the Tao Te Ching is superior to every verse of the Quran. So Quran is fraud.",1,raja5aab quickieleaks yeah read every verse tao te ching superior every verse quran quran fraud,0,0,0,1,1
648,@JoRitson Pieces of shit like you are doing everything in your power to exterminate white people.,1,joritson piece shit like everything power exterminate white people,1,0,1,0,1
649,"@IslamRevlution @islam4libya5 @BintStranger Again, why shouldn't everybody hate Islam?",1,islamrevlution islam4libya5 bintstranger n't everybody hate islam,1,0,1,0,1
650,"@buttercupashby @MaDaSaHaTtEr_17 Mohammed attacked the third Jewish tribe in Medina, beheaded all of it's men, sold all the rest to slavery",1,buttercupashby madasahatter_17 mohammed attacked third jewish tribe medina beheaded 's men sold rest slavery,1,0,1,0,1
652,@WithTrish @JRehling The world is doing nothing. Islam is producing the terrorist activities and has been for 1400 years.,1,withtrish jrehling world nothing islam producing terrorist activity 1400 year,0,0,1,0,1
653,"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime No, Muslims follow a religion based on terrorism, not Jews.",1,odiniainvictus sirajzarook bilalighumman israeliregime muslim follow religion based terrorism jew,1,0,1,0,1
654,"@AnasMechch @peymaneh123 I saw the report, and I have seen other reports of Shia crimes. But I have not yet seen evidence of it for Tikrit.",1,anasmechch peymaneh123 saw report seen report shia crime yet seen evidence tikrit,0,0,1,0,1
655,"@AAlwuhaib1977 @dankmtl @PeaceNotHate_ ...She does to the IDF, Hamas would have put a bullet in her head long ago.",1,aalwuhaib1977 dankmtl peacenothate_ ... idf hamas would put bullet head long ago,0,0,0,1,1
656,@MaxBlumenthal @mehdirhasan @tnr Mohammed declared a Jihad against all non believers. ISIS is executing a Jihad against non believers.,1,maxblumenthal mehdirhasan tnr mohammed declared jihad non believer isi executing jihad non believer,1,0,1,0,1
657,"@Salon @TheMuslimGuy Do the trolls at Salon know that Mohammed led 17 major military expedition, most of them offensive? No chance. #Islam",1,salon themuslimguy troll salon know mohammed led 17 major military expedition offensive chance islam,0,0,1,0,1
658,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime But the Quran and Hadith make it clear that Islam is Imperialist. http://t.co/UetpLzaVyI,1,qoloob4 vandaliser sajid_fairooz israeliregime quran hadith make clear islam imperialist http //t.co/uetplzavyi,0,0,1,0,1
659,@Abu_Talal2 But Islam has no truth. Every word is a lie.,1,abu_talal2 islam truth every word lie,0,0,0,1,1
661,@jncatron @isra_jourisra @AMPalestine Islamophobia is like the idea of Naziphobia. Islam is a religion of hate and it must be outlawed.,1,jncatron isra_jourisra ampalestine islamophobia like idea naziphobia islam religion hate must outlawed,0,0,1,0,1
662,@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 Majority of Muslims are 2 and bigots. http://t.co/xjd8w98ITE,1,98halima johnnygjokaj bilalighumman cdnkhadija rfrankh53 majority muslim 2 bigot http //t.co/xjd8w98ite,0,0,1,0,1
663,"RT @CordieMendoza: ""@subratabanik: NO religion is AS VIOLENT as abhorrent as Islam. http://t.co/iUrt6EL834"" @LeslieMarshall",1,rt cordiemendoza `` subratabanik religion violent abhorrent islam http //t.co/iurt6el834 '' lesliemarshall,0,0,1,0,1
664,@nebula_chain_ @PaulStephen8 Wheras Islam simply declared war on all humanity 1400 years ago and has never stopped. Time to return the favor,1,nebula_chain_ paulstephen8 wheras islam simply declared war humanity 1400 year ago never stopped time return favor,0,0,1,0,1
665,RT @AnneBayefsky: ���The lofty status of women in #Islam: Woman's testimony �� the weight of a man's.��� http://t.co/cSIckyEr8T #WomensDay http:���,1,rt annebayefsky ���the lofty status woman islam woman 's testimony �� weight man's.��� http //t.co/csickyer8t womensday http ���,0,1,0,0,1
666,"@MaxBlumenthal Max asks as his Palestinian friends are beheading gays, doing honor killings, driving Palestinian Christians out of existence",1,maxblumenthal max asks palestinian friend beheading gay honor killing driving palestinian christian existence,1,0,0,0,1
669,@roisin_morgan And I don't care if the Jews do what the have to do to protect themselves from the genocidal Muslims.,1,roisin_morgan n't care jew protect genocidal muslim,1,0,1,0,1
672,@SamihNewsam Wrong. Islam didn't give women any rights and it imprisoned them in their houses. Remember Katjia was wealthy BEFORE Islam.,1,samihnewsam wrong islam n't give woman right imprisoned house remember katjia wealthy islam,1,1,0,0,1
673,@jihadi_11 @Shami_IS_back Not an armed Ezidi was around when the Daesh began to slaughter and enslave them. So what are you crying about?,1,jihadi_11 shami_is_back armed ezidi around daesh began slaughter enslave cry,0,0,0,1,1
674,@ldstarr18 @AC360 Islam is worse than the Nazi party ever was.,1,ldstarr18 ac360 islam worse nazi party ever,1,0,1,0,1
675,"After watching the Shia militia beat a Peshmerga to death, I've concluded that they are animals, just like ISIS. #Islam #Iraq #Kobane",1,watching shia militia beat peshmerga death 've concluded animal like isi islam iraq kobane,0,0,1,0,1
679,"Ok so shabab calls for attacks on oxford st, #London all Muslims should be careful and avoid it the area.  A warning has been issued",1,ok shabab call attack oxford st london muslim careful avoid area warning issued,1,0,1,0,1
680,Kufar & munafiq leaders come together over #CharlieHebdo to grieve nvm the Palestine massacre just so shows you no1 cares for Muslim blood!,1,kufar munafiq leader come together charliehebdo grieve nvm palestine massacre show no1 care muslim blood,0,0,1,0,1
